FID IID
1613402 1613402
1613547 1613547
1614145 1614145
1614705 1614705
1614750 1614750
1615952 1615952
1616816 1616816
1616960 1616960
1617056 1617056
1617772 1617772
1618142 1618142
1618503 1618503
1618664 1618664
1619318 1619318
1619703 1619703
1620851 1620851
1621481 1621481
1624617 1624617
1625090 1625090
1626365 1626365
1626929 1626929
1628299 1628299
1628908 1628908
1630871 1630871
1631692 1631692
1631967 1631967
1632203 1632203
1632530 1632530
1632971 1632971
1633247 1633247
1633463 1633463
1637712 1637712
1638370 1638370
1639491 1639491
1640044 1640044
1641067 1641067
1641459 1641459
1643112 1643112
1643494 1643494
1643965 1643965
1644956 1644956
1646458 1646458
1646792 1646792
1646857 1646857
1647242 1647242
1647663 1647663
1648469 1648469
1648696 1648696
1648757 1648757
1649964 1649964
1651222 1651222
1652202 1652202
1652322 1652322
1652378 1652378
1652413 1652413
1653281 1653281
1653539 1653539
1653941 1653941
1655399 1655399
1656015 1656015
1656483 1656483
1656795 1656795
1657019 1657019
1658231 1658231
1659663 1659663
1662006 1662006
1662161 1662161
1663508 1663508
1663880 1663880
1664113 1664113
1664847 1664847
1665095 1665095
1665673 1665673
1666134 1666134
1666346 1666346
1666682 1666682
1667112 1667112
1668490 1668490
1668574 1668574
1669848 1669848
1669962 1669962
1670749 1670749
1671507 1671507
1672267 1672267
1672760 1672760
1673175 1673175
1673461 1673461
1673925 1673925
1673938 1673938
1675010 1675010
1675211 1675211
1675899 1675899
1676081 1676081
1676184 1676184
1677409 1677409
1677677 1677677
1678550 1678550
1678669 1678669
1679442 1679442
1679593 1679593
1680391 1680391
1681425 1681425
1681851 1681851
1682744 1682744
1682825 1682825
1683250 1683250
1683723 1683723
1683954 1683954
1684102 1684102
1685258 1685258
1686520 1686520
1686658 1686658
1686834 1686834
1690264 1690264
1693229 1693229
1694979 1694979
1695186 1695186
1695408 1695408
1698032 1698032
1698210 1698210
1698611 1698611
1699218 1699218
1699765 1699765
1699945 1699945
1700366 1700366
1700971 1700971
1702768 1702768
1703046 1703046
1704974 1704974
1705033 1705033
1706077 1706077
1706361 1706361
1706458 1706458
1706574 1706574
1706857 1706857
1707114 1707114
1708491 1708491
1708558 1708558
1708575 1708575
1709133 1709133
1709594 1709594
1710979 1710979
1711826 1711826
1712183 1712183
1712317 1712317
1712542 1712542
1713443 1713443
1713506 1713506
1713738 1713738
1714946 1714946
1715612 1715612
1716328 1716328
1716606 1716606
1716805 1716805
1717069 1717069
1717617 1717617
1717950 1717950
1718268 1718268
1718572 1718572
1719351 1719351
1720051 1720051
1721082 1721082
1722404 1722404
1722811 1722811
1724312 1724312
1725009 1725009
1725595 1725595
1725776 1725776
1726825 1726825
1728477 1728477
1728959 1728959
1728985 1728985
1729426 1729426
1729792 1729792
1730657 1730657
1731154 1731154
1731653 1731653
1731945 1731945
1733483 1733483
1734246 1734246
1734579 1734579
1734655 1734655
1735573 1735573
1735799 1735799
1736001 1736001
1736281 1736281
1736349 1736349
1737469 1737469
1737829 1737829
1738192 1738192
1740625 1740625
1741283 1741283
1741488 1741488
1741557 1741557
1741964 1741964
1742739 1742739
1742750 1742750
1743809 1743809
1744629 1744629
1744773 1744773
1747269 1747269
1747382 1747382
1747767 1747767
1748084 1748084
1748257 1748257
1748771 1748771
1749429 1749429
1749658 1749658
1749797 1749797
1749887 1749887
1750131 1750131
1750418 1750418
1750471 1750471
1750700 1750700
1751213 1751213
1751803 1751803
1752342 1752342
1752978 1752978
1753034 1753034
1753162 1753162
1754326 1754326
1755126 1755126
1755720 1755720
1757415 1757415
1757819 1757819
1757890 1757890
1758432 1758432
1758879 1758879
1758934 1758934
1759007 1759007
1759032 1759032
1759137 1759137
1762257 1762257
1763256 1763256
1764712 1764712
1766172 1766172
1766581 1766581
1767099 1767099
1767418 1767418
1767789 1767789
1768741 1768741
1769362 1769362
1769440 1769440
1769674 1769674
1770273 1770273
1770390 1770390
1772210 1772210
1773866 1773866
1774115 1774115
1774207 1774207
1774854 1774854
1775923 1775923
1776248 1776248
1776359 1776359
1776734 1776734
1777739 1777739
1777958 1777958
1777975 1777975
1778655 1778655
1779205 1779205
1779277 1779277
1781325 1781325
1783805 1783805
1784035 1784035
1785091 1785091
1786210 1786210
1786323 1786323
1786678 1786678
1786701 1786701
1786933 1786933
1788365 1788365
1788496 1788496
1788634 1788634
1789524 1789524
1789657 1789657
1791346 1791346
